,Country Name,Time,International Tourism Expenditures USD,International Tourism Arrivals,International Tourism Receipts USD,GDP in USD
172,Cameroon,2018.0,915000000,997000,633000000,39973842058.565
171,Cameroon,2017.0,845000000,1081000,544000000,36098547058.7877
174,Cameroon,2020.0,697000000,..,437000000,40773241211.6941
170,Cameroon,2016.0,818000000,994000,508000000,33814337040.7804
166,Cambodia,2017.0,919000000,5602000,4024000000,22177200588.6749
169,Cambodia,2020.0,213000000,1306000,1119000000,25872797892.0285
167,Cambodia,2018.0,1080000000,6201000,4832000000,24571753581.7841
168,Cambodia,2019.0,1162000000,6611000,5312000000,27089390032.8915
165,Cambodia,2016.0,762000000,5012000,3523000000,20016747858.3122
164,Cabo Verde,2020.0,59000000,180000,169000000,1878277311.2253
163,Cabo Verde,2019.0,107000000,758000,567000000,2266752197.42617
162,Cabo Verde,2018.0,112000000,710000,520000000,2205099509.15921
161,Cabo Verde,2017.0,100000000,668000,451000000,1996741544.61549
160,Cabo Verde,2016.0,79000000,598000,397000000,1849789992.74328
153,Burkina Faso,2019.0,185199996.948242,143000,173000000,16178161666.1334
152,Burkina Faso,2018.0,191000000,144000,179000000,15890066209.8959
151,Burkina Faso,2017.0,182000000,143000,172000000,14106955625.3571
150,Burkina Faso,2016.0,176000000,152000,172000000,12833363043.9719
147,Bulgaria,2018.0,2247000000,12368000,5061000000,66399602077.1693
146,Bulgaria,2017.0,2047000000,11596000,4663000000,59343060705.828
145,Bulgaria,2016.0,1636000000,10604000,4148000000,53987487124.3421
148,Bulgaria,2019.0,2196000000,12552000,4832000000,68911930627.8977
149,Bulgaria,2020.0,1263000000,4973000,1792000000,70404359049.232
142,Brunei Darussalam,2018.0,585000000,4521000,190000000,13567164444.9707
141,Brunei Darussalam,2017.0,504000000,4316000,177000000,12128182463.596
140,Brunei Darussalam,2016.0,499000000,4257000,144000000,11400467372.4943
133,Brazil,2019.0,21178000000,6353000,6127000000,1873288159000.64
132,Brazil,2018.0,22229000000,6621000,6324000000,1916933708404.16
130,Brazil,2016.0,17068000000,6547000,6613000000,1795693265824.27
134,Brazil,2020.0,6490000000,..,3099000000,1476107292036.59
131,Brazil,2017.0,22991000000,6589000,6175000000,2063514688761.67
129,Botswana,2020.0,91800003.0517578,..,217000000,14960291540.5283
128,Botswana,2019.0,294700012.207031,..,712400024.414063,16725908661.9419
127,Botswana,2018.0,278299987.792969,1830000,584200012.207031,17031943186.1353
126,Botswana,2017.0,253300003.051758,1775000,542010009.765625,16105156375.5848
125,Botswana,2016.0,237100006.103516,1712000,505000000,15082636722.856
124,Bosnia and Herzegovina,2020.0,163000000,197000,438000000,20226030731.0131
122,Bosnia and Herzegovina,2018.0,378000000,1053000,1147000000,20484048415.5019
121,Bosnia and Herzegovina,2017.0,346000000,923000,984000000,18326376394.0796
120,Bosnia and Herzegovina,2016.0,290000000,778000,875000000,17116926092.3905
123,Bosnia and Herzegovina,2019.0,393000000,1198000,1225000000,20482603346.4473
115,Bolivia,2016.0,960000000,961000,827000000,33941126193.9219
119,Bolivia,2020.0,325000000,323299.987792969,243000000,36629843806.0781
116,Bolivia,2017.0,997000000,1109000,928000000,37508642170.767
117,Bolivia,2018.0,1009000000,1142000,948000000,40287647930.5355
118,Bolivia,2019.0,1111000000,1239000,977000000,40895322850.9407
110,Bhutan,2016.0,52000000,210000,139000000,2158971717.50418
111,Bhutan,2017.0,63000000,255000,153000000,2450366107.88229
112,Bhutan,2018.0,79000000,274000,121000000,2446867582.27133
113,Bhutan,2019.0,67000000,316000,120000000,2535655609.45889
114,Bhutan,2020.0,50000000,29799.9992370605,84000000,2325185520.59339
105,Bermuda,2016.0,373000000,642000,440000000,6899911000
106,Bermuda,2017.0,369000000,688000,513000000,7142316000
108,Bermuda,2019.0,342000000,805000,601000000,7423465000
109,Bermuda,2020.0,212000000,51400.0015258789,94000000,6887147000
107,Bermuda,2018.0,334000000,766000,583000000,7225977000
100,Benin,2016.0,87000000,292000,129000000,11821065852.127
101,Benin,2017.0,148000000,307000,160000000,12701655845.9622
102,Benin,2018.0,76000000,322000,175000000,14262408079.7005
103,Benin,2019.0,130000000,337000,240860000.610352,14391686309.0337
93,Belgium,2019.0,20998000000,9343000,10581000000,535865692402.342
94,Belgium,2020.0,13928000000,2584000,7447000000,525213067068.319
90,Belgium,2016.0,16522000000,7481000,8784000000,476062757356.94
91,Belgium,2017.0,17835000000,8385000,9636000000,502764720556.358
92,Belgium,2018.0,20789000000,9119000,10319000000,543299066998.892
85,Belarus,2016.0,891000000,10935000,1019000000,47723549319.0842
86,Belarus,2017.0,1082000000,11060000,1124500000,54725311690.0478
87,Belarus,2018.0,1170000000,11502000,1221000000,60031163987.191
88,Belarus,2019.0,1224500000,11832000,1290000000,64410112583.362
89,Belarus,2020.0,477000000,3598000,542000000,61371755326.2351
80,Barbados,2016.0,99000000,1227000,1071000000,4832811750
79,Bangladesh,2020.0,659000000,..,217899993.896484,373902196399.317
78,Bangladesh,2019.0,1389000000,323000,391000000,351238397263.802
77,Bangladesh,2018.0,1207000000,267000,357000000,321379163135.647
76,Bangladesh,2017.0,1127000000,237000,348000000,293754769935.148
75,Bangladesh,2016.0,843000000,182000,214300003.051758,265236389198.948
74,Bahrain,2020.0,..,1909000,724000000,34621807712.766
73,Bahrain,2019.0,2637000000,11061000,3860000000,38653318085.1064
71,Bahrain,2017.0,3178000000,11374000,4380000000,35473776595.7447
70,Bahrain,2016.0,3267000000,10158000,4021000000,32234973404.2553
72,Bahrain,2018.0,2522000000,12045000,3834000000,37802005319.1489
68,"Bahamas, The",2019.0,514000000,7250000,4150000000,13058700000
67,"Bahamas, The",2018.0,519000000,6622000,3756000000,12653600000
66,"Bahamas, The",2017.0,554000000,6136000,2951000000,12253500000
65,"Bahamas, The",2016.0,440000000,6265000,3091000000,11750800000
69,"Bahamas, The",2020.0,166000000,1794500,1007000000,9754600000
60,Azerbaijan,2016.0,2593000000,2249000,2855000000,37867007022.7844
61,Azerbaijan,2017.0,2803000000,2697000,3214000000,40866632047.8414
62,Azerbaijan,2018.0,2453000000,2850000,2830000000,47112479289.4186
63,Azerbaijan,2019.0,1839000000,3170000,2004099975.58594,48174235294.1176
64,Azerbaijan,2020.0,439000000,796000,340000000,42693000000
56,Austria,2017.0,12878000000,29460000,22424000000,417261151844.981
55,Austria,2016.0,11634000000,28121000,20965000000,395837353031.51
57,Austria,2018.0,14109000000,30816000,25413000000,454991174096.094
58,Austria,2019.0,13922000000,31884000,25924000000,444621176100.54
59,Austria,2020.0,5551000000,15091000,15362000000,435225238000.43
54,Australia,2020.0,7654000000,1828000,26234000000,1326944627876.87
53,Australia,2019.0,41345000000,9466000,47953000000,1392218527563.26
50,Australia,2016.0,35718000000,8269000,39059000000,1206562910556.58
51,Australia,2017.0,39710000000,8815000,43975000000,1326467487376.42
52,Australia,2018.0,42439000000,9246000,47327000000,1428266513154.48
49,Aruba,2020.0,310000000,..,1077000000,2610038938.54749
48,Aruba,2019.0,399000000,1951000,2109000000,3395793854.7486
47,Aruba,2018.0,394000000,1897000,2035000000,3276187709.49721
46,Aruba,2017.0,349000000,1863000,1855000000,3092178770.94972
45,Aruba,2016.0,319000000,1758000,1757000000,2983798882.68156
43,Armenia,2019.0,1543000000,1894000,1553000000,13619290545.8131
42,Armenia,2018.0,1335000000,1652000,1358000000,12457940705.3088
41,Armenia,2017.0,1218000000,1495000,1224000000,11527458712.6187
40,Armenia,2016.0,1033000000,1260000,1037000000,10546136240.3952
44,Armenia,2020.0,330000000,375000,303000000,12641698593.7908
37,Argentina,2018.0,13084000000,6942000,5999000000,524819898586.906
39,Argentina,2020.0,2746000000,..,1702000000,385540406815.599
35,Argentina,2016.0,12273000000,6668000,5466000000,557532317363.451
36,Argentina,2017.0,14180000000,6711000,5830000000,643628396190.388
38,Argentina,2019.0,9845000000,7399000,5654000000,447754686715.081
1098,Arab World,2019.0,100713997305.421,142447574.174804,131922562360.543,2868890920845.12
1097,Arab World,2018.0,94712413499.7079,131892640.892491,119512548743.69,2843476105063.8
1096,Arab World,2017.0,94677692221.7167,122153139.690839,107575704649.852,2637111521998.13
1095,Arab World,2016.0,91998492117.0579,115219915.34879,93401986638.0264,2537536661584.81
33,Antigua and Barbuda,2019.0,119000000,1035000,992000000,1675403703.7037
34,Antigua and Barbuda,2020.0,35000000,384500,416000000,1416348148.14815
30,Antigua and Barbuda,2016.0,101000000,874000,844000000,1436585185.18519
32,Antigua and Barbuda,2018.0,111000000,1064000,854000000,1604770370.37037
31,Antigua and Barbuda,2017.0,106000000,1040000,820000000,1467955555.55556
29,Angola,2020.0,691000000,..,19000000,50241368243.6314
28,Angola,2019.0,717000000,218000,395000000,69309110145.7687
27,Angola,2018.0,762000000,218000,557000000,77792944471.9494
25,Angola,2016.0,823000000,397000,628000000,49840491178.1518
26,Angola,2017.0,1216000000,261000,884000000,68972769395.6274
23,Andorra,2019.0,187000000,8235000,1910000000,3155149347.92151
15,American Samoa,2016.0,..,20100.0003814697,22000000,671000000
16,American Samoa,2017.0,..,20000,22000000,612000000
11,Algeria,2017.0,632000000,2451000,171000000,170096989042.831
12,Algeria,2018.0,542000000,2657000,196500000,174910891124.491
13,Algeria,2019.0,670000000,2371000,140000000,171760290068.157
14,Algeria,2020.0,272000000,591000,50000000,145743722826.258
10,Algeria,2016.0,556000000,2039000,246000000,160034212613.438
5,Albania,2016.0,1338000000,4736000,1821000000,11861199830.8396
6,Albania,2017.0,1473000000,5118000,2050000000,13019726211.7369
8,Albania,2019.0,1852000000,6406000,2458000000,15401826080.5183
9,Albania,2020.0,805000000,2658000,1243000000,15162734205.2462
7,Albania,2018.0,1750000000,5927000,2306000000,15156424061.9815
1091,Africa Western and Central,2017.0,15061265708.3502,..,7387315887.85046,684898755570.717
1092,Africa Western and Central,2018.0,21291654469.8694,..,7230774394.40082,767025741475.038
1090,Africa Western and Central,2016.0,10307901538.3631,13150775.3380124,5481752263.76546,691363412188.46
1088,Africa Eastern and Southern,2019.0,13285421768.3955,39826701.4025488,27810935913.9312,1000834077088.55
1085,Africa Eastern and Southern,2016.0,12785958383.5774,37645887.774466,24305252593.9629,885176429223.509
1087,Africa Eastern and Southern,2018.0,13948520114.4888,41189145.2687099,28672643620.2925,1007196197587.41
1086,Africa Eastern and Southern,2017.0,13833871656.694,38258347.875597,26552526185.1869,1021043200767.01
2,Afghanistan,2018.0,226000000,..,50000000,18418860354.4238
1,Afghanistan,2017.0,130000000,..,16000000,18896353155.8839
3,Afghanistan,2019.0,168000000,..,85000000,18904502222.2108
4,Afghanistan,2020.0,49000000,..,75000000,20143451705.7548
0,Afghanistan,2016.0,89000000,..,62000000,18019554403.4503
